,country,year,value,category
693,India,1977,124.6,British
694,India,1976,127.9,British
695,India,1975,131.0,British
696,India,1974,133.8,British
697,India,1973,136.3,British
698,India,1972,138.6,British
699,India,1971,140.6,British
701,Malaysia,2019,7.3,British
702,Malaysia,2018,7.2,British
703,Malaysia,2017,7.1,British
704,Malaysia,2016,7.0,British
705,Malaysia,2015,6.9,British
706,Malaysia,2014,6.8,British
707,Malaysia,2013,6.8,British
708,Malaysia,2012,6.8,British
709,Malaysia,2011,6.8,British
710,Malaysia,2010,6.9,British
711,Malaysia,2009,6.9,British
712,Malaysia,2008,6.9,British
713,Malaysia,2007,6.9,British
714,Malaysia,2006,7.0,British
715,Malaysia,2005,7.0,British
716,Malaysia,2004,7.1,British
717,Malaysia,2003,7.3,British
718,Malaysia,2002,7.6,British
719,Malaysia,2001,8.1,British
720,Malaysia,2000,8.7,British
721,Malaysia,1999,9.4,British
722,Malaysia,1998,10.1,British
723,Malaysia,1997,10.6,British
724,Malaysia,1996,11.1,British
725,Malaysia,1995,11.5,British
726,Malaysia,1994,11.9,British
727,Malaysia,1993,12.4,British
728,Malaysia,1992,13.0,British
729,Malaysia,1991,13.6,British
730,Malaysia,1990,14.2,British
731,Malaysia,1989,14.9,British
732,Malaysia,1988,15.6,British
733,Malaysia,1987,16.5,British
734,Malaysia,1986,17.4,British
735,Malaysia,1985,18.4,British
736,Malaysia,1984,19.5,British
737,Malaysia,1983,20.7,British
738,Malaysia,1982,22.1,British
739,Malaysia,1981,23.6,British
740,Malaysia,1980,25.2,British
741,Malaysia,1979,26.9,British
742,Malaysia,1978,28.7,British
743,Malaysia,1977,30.5,British
744,Malaysia,1976,32.4,British
745,Malaysia,1975,34.2,British
746,Malaysia,1974,35.9,British
747,Malaysia,1973,37.5,British
748,Malaysia,1972,39.1,British
749,Malaysia,1971,40.4,British
751,South Africa,2019,27.5,British
752,South Africa,2018,27.8,British
753,South Africa,2017,28.2,British
754,South Africa,2016,28.2,British
755,South Africa,2015,28.5,British
756,South Africa,2014,29.0,British
757,South Africa,2013,29.2,British
758,South Africa,2012,29.8,British
759,South Africa,2011,30.5,British
760,South Africa,2010,32.5,British
761,South Africa,2009,36.5,British
762,South Africa,2008,41.2,British
763,South Africa,2007,45.0,British
764,South Africa,2006,47.5,British
765,South Africa,2005,48.2,British
766,South Africa,2004,48.3,British
767,South Africa,2003,47.2,British
768,South Africa,2002,46.7,British
769,South Africa,2001,46.6,British
770,South Africa,2000,46.3,British
771,South Africa,1999,46.0,British
772,South Africa,1998,45.3,British
773,South Africa,1997,44.9,British
774,South Africa,1996,44.4,British
775,South Africa,1995,43.8,British
776,South Africa,1994,43.2,British
777,South Africa,1993,42.9,British
778,South Africa,1992,42.9,British
779,South Africa,1991,43.5,British
780,South Africa,1990,44.5,British
781,South Africa,1989,45.8,British
782,South Africa,1988,47.5,British
783,South Africa,1987,49.4,British
784,South Africa,1986,51.4,British
785,South Africa,1985,53.6,British
786,South Africa,1984,55.9,British
787,South Africa,1983,58.4,British
788,South Africa,1982,61.1,British
789,South Africa,1981,63.9,British
790,South Africa,1980,67.0,British
791,South Africa,1979,70.2,British
792,South Africa,1978,73.8,British
793,South Africa,1977,77.5,British
794,South Africa,1976,81.5,British
795,South Africa,1975,85.7,British
796,South Africa,1974,90.1,British
801,Fiji,2019,21.7,British
802,Fiji,2018,21.6,British
803,Fiji,2017,21.3,British
804,Fiji,2016,20.9,British
805,Fiji,2015,20.6,British
806,Fiji,2014,20.3,British
807,Fiji,2013,20.1,British
808,Fiji,2012,20.0,British
809,Fiji,2011,20.0,British
810,Fiji,2010,20.1,British
811,Fiji,2009,20.1,British
812,Fiji,2008,20.1,British
813,Fiji,2007,20.0,British
814,Fiji,2006,19.8,British
815,Fiji,2005,19.5,British
816,Fiji,2004,19.3,British
817,Fiji,2003,19.1,British
818,Fiji,2002,19.0,British
819,Fiji,2001,19.1,British
820,Fiji,2000,19.3,British
821,Fiji,1999,19.6,British
822,Fiji,1998,19.9,British
823,Fiji,1997,20.2,British
824,Fiji,1996,20.5,British
825,Fiji,1995,20.9,British
826,Fiji,1994,21.4,British
827,Fiji,1993,21.9,British
828,Fiji,1992,22.6,British
829,Fiji,1991,23.3,British
830,Fiji,1990,24.2,British
831,Fiji,1989,25.1,British
832,Fiji,1988,25.9,British
833,Fiji,1987,26.8,British
834,Fiji,1986,27.8,British
835,Fiji,1985,28.8,British
836,Fiji,1984,29.9,British
837,Fiji,1983,31.1,British
838,Fiji,1982,32.5,British
839,Fiji,1981,33.9,British
840,Fiji,1980,35.5,British
841,Fiji,1979,37.1,British
842,Fiji,1978,38.6,British
843,Fiji,1977,40.0,British
844,Fiji,1976,41.2,British
845,Fiji,1975,42.1,British
846,Fiji,1974,42.9,British
847,Fiji,1973,43.5,British
848,Fiji,1972,43.9,British
849,Fiji,1971,44.3,British
851,"Egypt, Arab Rep.",2019,17.3,British
852,"Egypt, Arab Rep.",2018,17.9,British
853,"Egypt, Arab Rep.",2017,18.5,British
854,"Egypt, Arab Rep.",2016,19.2,British
855,"Egypt, Arab Rep.",2015,19.9,British
856,"Egypt, Arab Rep.",2014,20.6,British
857,"Egypt, Arab Rep.",2013,21.4,British
858,"Egypt, Arab Rep.",2012,22.2,British
859,"Egypt, Arab Rep.",2011,23.1,British
860,"Egypt, Arab Rep.",2010,24.1,British
861,"Egypt, Arab Rep.",2009,25.1,British
862,"Egypt, Arab Rep.",2008,26.1,British
863,"Egypt, Arab Rep.",2007,27.1,British
864,"Egypt, Arab Rep.",2006,28.2,British
865,"Egypt, Arab Rep.",2005,29.4,British
866,"Egypt, Arab Rep.",2004,30.6,British
867,"Egypt, Arab Rep.",2003,32.0,British
868,"Egypt, Arab Rep.",2002,33.5,British
869,"Egypt, Arab Rep.",2001,35.2,British
870,"Egypt, Arab Rep.",2000,37.2,British
871,"Egypt, Arab Rep.",1999,39.2,British
872,"Egypt, Arab Rep.",1998,41.5,British
873,"Egypt, Arab Rep.",1997,44.0,British
874,"Egypt, Arab Rep.",1996,46.6,British
875,"Egypt, Arab Rep.",1995,49.4,British
876,"Egypt, Arab Rep.",1994,52.1,British
877,"Egypt, Arab Rep.",1993,54.9,British
878,"Egypt, Arab Rep.",1992,57.5,British
879,"Egypt, Arab Rep.",1991,60.1,British
880,"Egypt, Arab Rep.",1990,62.7,British
881,"Egypt, Arab Rep.",1989,65.6,British
882,"Egypt, Arab Rep.",1988,69.0,British
883,"Egypt, Arab Rep.",1987,73.2,British
884,"Egypt, Arab Rep.",1986,78.1,British
885,"Egypt, Arab Rep.",1985,83.8,British
886,"Egypt, Arab Rep.",1984,90.0,British
887,"Egypt, Arab Rep.",1983,96.4,British
888,"Egypt, Arab Rep.",1982,102.6,British
889,"Egypt, Arab Rep.",1981,108.6,British
890,"Egypt, Arab Rep.",1980,114.3,British
891,"Egypt, Arab Rep.",1979,120.1,British
892,"Egypt, Arab Rep.",1978,126.2,British
893,"Egypt, Arab Rep.",1977,132.4,British
894,"Egypt, Arab Rep.",1976,138.6,British
895,"Egypt, Arab Rep.",1975,144.5,British
896,"Egypt, Arab Rep.",1974,149.9,British
897,"Egypt, Arab Rep.",1973,154.6,British
898,"Egypt, Arab Rep.",1972,158.2,British
899,"Egypt, Arab Rep.",1971,161.0,British
901,Spain,2019,2.6,Spanish
902,Spain,2018,2.6,Spanish
903,Spain,2017,2.7,Spanish
904,Spain,2016,2.7,Spanish
905,Spain,2015,2.7,Spanish
906,Spain,2014,2.8,Spanish
907,Spain,2013,2.9,Spanish
908,Spain,2012,2.9,Spanish
909,Spain,2011,3.0,Spanish
910,Spain,2010,3.2,Spanish
911,Spain,2009,3.3,Spanish
912,Spain,2008,3.4,Spanish
913,Spain,2007,3.6,Spanish
914,Spain,2006,3.7,Spanish
915,Spain,2005,3.8,Spanish
916,Spain,2004,3.9,Spanish
917,Spain,2003,4.0,Spanish
918,Spain,2002,4.1,Spanish
919,Spain,2001,4.3,Spanish
920,Spain,2000,4.4,Spanish
921,Spain,1999,4.5,Spanish
922,Spain,1998,4.7,Spanish
923,Spain,1997,4.9,Spanish
924,Spain,1996,5.2,Spanish
925,Spain,1995,5.6,Spanish
926,Spain,1994,5.9,Spanish
927,Spain,1993,6.3,Spanish
928,Spain,1992,6.7,Spanish
929,Spain,1991,7.1,Spanish
930,Spain,1990,7.4,Spanish
931,Spain,1989,7.8,Spanish
932,Spain,1988,8.1,Spanish
933,Spain,1987,8.4,Spanish
934,Spain,1986,8.8,Spanish
935,Spain,1985,9.2,Spanish
936,Spain,1984,9.6,Spanish
937,Spain,1983,10.1,Spanish
938,Spain,1982,10.8,Spanish
939,Spain,1981,11.5,Spanish
940,Spain,1980,12.4,Spanish
941,Spain,1979,13.4,Spanish
942,Spain,1978,14.5,Spanish
943,Spain,1977,15.7,Spanish
944,Spain,1976,17.1,Spanish
945,Spain,1975,18.5,Spanish
946,Spain,1974,20.0,Spanish
951,Luxembourg,2019,2.2,Spanish
952,Luxembourg,2018,2.3,Spanish
953,Luxembourg,2017,2.3,Spanish
954,Luxembourg,2016,2.4,Spanish
955,Luxembourg,2015,2.4,Spanish
956,Luxembourg,2014,2.4,Spanish
957,Luxembourg,2013,2.4,Spanish
958,Luxembourg,2012,2.4,Spanish
959,Luxembourg,2011,2.4,Spanish
960,Luxembourg,2010,2.5,Spanish
961,Luxembourg,2009,2.5,Spanish
962,Luxembourg,2008,2.6,Spanish
963,Luxembourg,2007,2.7,Spanish
964,Luxembourg,2006,2.8,Spanish
965,Luxembourg,2005,3.0,Spanish
966,Luxembourg,2004,3.1,Spanish
967,Luxembourg,2003,3.3,Spanish
968,Luxembourg,2002,3.5,Spanish
969,Luxembourg,2001,3.7,Spanish
970,Luxembourg,2000,3.9,Spanish
971,Luxembourg,1999,4.1,Spanish
972,Luxembourg,1998,4.3,Spanish
973,Luxembourg,1997,4.6,Spanish
974,Luxembourg,1996,4.9,Spanish
975,Luxembourg,1995,5.2,Spanish
976,Luxembourg,1994,5.6,Spanish
977,Luxembourg,1993,5.9,Spanish
978,Luxembourg,1992,6.4,Spanish
979,Luxembourg,1991,6.8,Spanish
980,Luxembourg,1990,7.2,Spanish
981,Luxembourg,1989,7.7,Spanish
982,Luxembourg,1988,8.1,Spanish
983,Luxembourg,1987,8.5,Spanish
984,Luxembourg,1986,8.9,Spanish
985,Luxembourg,1985,9.3,Spanish
986,Luxembourg,1984,9.7,Spanish
987,Luxembourg,1983,10.1,Spanish
988,Luxembourg,1982,10.5,Spanish
989,Luxembourg,1981,10.8,Spanish
990,Luxembourg,1980,11.2,Spanish
991,Luxembourg,1979,11.6,Spanish
992,Luxembourg,1978,12.1,Spanish
993,Luxembourg,1977,12.7,Spanish
994,Luxembourg,1976,13.3,Spanish
995,Luxembourg,1975,14.1,Spanish
996,Luxembourg,1974,14.9,Spanish
997,Luxembourg,1973,15.8,Spanish
998,Luxembourg,1972,16.8,Spanish
999,Luxembourg,1971,17.8,Spanish
1001,Italy,2019,2.7,Spanish
1002,Italy,2018,2.8,Spanish
1003,Italy,2017,2.8,Spanish
1004,Italy,2016,2.9,Spanish
1005,Italy,2015,3.0,Spanish
1006,Italy,2014,3.0,Spanish
1007,Italy,2013,3.1,Spanish
1008,Italy,2012,3.2,Spanish
1009,Italy,2011,3.3,Spanish
1010,Italy,2010,3.4,Spanish
1011,Italy,2009,3.4,Spanish
1012,Italy,2008,3.5,Spanish
1013,Italy,2007,3.6,Spanish
1014,Italy,2006,3.7,Spanish
1015,Italy,2005,3.8,Spanish
1016,Italy,2004,3.9,Spanish
1017,Italy,2003,4.1,Spanish
1018,Italy,2002,4.3,Spanish
1019,Italy,2001,4.5,Spanish
1020,Italy,2000,4.7,Spanish
1021,Italy,1999,5.0,Spanish
1022,Italy,1998,5.3,Spanish
1023,Italy,1997,5.6,Spanish
1024,Italy,1996,6.0,Spanish
1025,Italy,1995,6.4,Spanish
1026,Italy,1994,6.8,Spanish
1027,Italy,1993,7.3,Spanish
1028,Italy,1992,7.7,Spanish
1029,Italy,1991,8.0,Spanish
1030,Italy,1990,8.4,Spanish
1031,Italy,1989,8.7,Spanish
1032,Italy,1988,9.0,Spanish
1033,Italy,1987,9.5,Spanish
1034,Italy,1986,9.9,Spanish
1035,Italy,1985,10.5,Spanish
1036,Italy,1984,11.2,Spanish
1037,Italy,1983,11.9,Spanish
1038,Italy,1982,12.6,Spanish
1039,Italy,1981,13.4,Spanish
1040,Italy,1980,14.2,Spanish
1041,Italy,1979,15.1,Spanish
1042,Italy,1978,16.1,Spanish
1043,Italy,1977,17.3,Spanish
1044,Italy,1976,18.8,Spanish
1045,Italy,1975,20.5,Spanish
1046,Italy,1974,22.5,Spanish
1047,Italy,1973,24.5,Spanish
1048,Italy,1972,26.4,Spanish
1049,Italy,1971,28.1,Spanish
1051,Netherlands,2019,3.5,Spanish
1052,Netherlands,2018,3.4,Spanish
1053,Netherlands,2017,3.4,Spanish
1054,Netherlands,2016,3.4,Spanish
1055,Netherlands,2015,3.4,Spanish
1056,Netherlands,2014,3.5,Spanish
1057,Netherlands,2013,3.5,Spanish
1058,Netherlands,2012,3.6,Spanish
1059,Netherlands,2011,3.6,Spanish
1060,Netherlands,2010,3.7,Spanish
1061,Netherlands,2009,3.8,Spanish
1062,Netherlands,2008,4.0,Spanish
1063,Netherlands,2007,4.1,Spanish
1064,Netherlands,2006,4.3,Spanish
1065,Netherlands,2005,4.4,Spanish
1066,Netherlands,2004,4.6,Spanish
1067,Netherlands,2003,4.8,Spanish
1068,Netherlands,2002,4.9,Spanish
1069,Netherlands,2001,5.0,Spanish
1070,Netherlands,2000,5.1,Spanish
1071,Netherlands,1999,5.2,Spanish
1072,Netherlands,1998,5.3,Spanish
1073,Netherlands,1997,5.4,Spanish
1074,Netherlands,1996,5.5,Spanish
1075,Netherlands,1995,5.7,Spanish
1076,Netherlands,1994,5.9,Spanish
1077,Netherlands,1993,6.1,Spanish
1078,Netherlands,1992,6.3,Spanish
1079,Netherlands,1991,6.6,Spanish
1080,Netherlands,1990,6.8,Spanish
1081,Netherlands,1989,7.0,Spanish
1082,Netherlands,1988,7.2,Spanish
1083,Netherlands,1987,7.5,Spanish
1084,Netherlands,1986,7.7,Spanish
1085,Netherlands,1985,7.9,Spanish
1086,Netherlands,1984,8.0,Spanish
1087,Netherlands,1983,8.2,Spanish
1088,Netherlands,1982,8.4,Spanish
1089,Netherlands,1981,8.5,Spanish
1090,Netherlands,1980,8.8,Spanish
1091,Netherlands,1979,9.0,Spanish
1092,Netherlands,1978,9.3,Spanish
1093,Netherlands,1977,9.7,Spanish
1094,Netherlands,1976,10.1,Spanish
1095,Netherlands,1975,10.5,Spanish
1096,Netherlands,1974,10.9,Spanish
1097,Netherlands,1973,11.3,Spanish
1098,Netherlands,1972,11.7,Spanish
1099,Netherlands,1971,12.2,Spanish
1101,Mexico,2019,12.2,Spanish
1102,Mexico,2018,12.6,Spanish
1103,Mexico,2017,13.0,Spanish
1104,Mexico,2016,13.5,Spanish
1105,Mexico,2015,13.9,Spanish
1106,Mexico,2014,14.4,Spanish
1107,Mexico,2013,14.9,Spanish
1108,Mexico,2012,15.3,Spanish
1109,Mexico,2011,15.9,Spanish
1110,Mexico,2010,16.4,Spanish
1111,Mexico,2009,16.9,Spanish
1112,Mexico,2008,17.5,Spanish
1113,Mexico,2007,18.1,Spanish
1114,Mexico,2006,18.7,Spanish
1115,Mexico,2005,19.4,Spanish
1116,Mexico,2004,20.1,Spanish
1117,Mexico,2003,20.9,Spanish
1118,Mexico,2002,21.8,Spanish
1119,Mexico,2001,22.7,Spanish
1120,Mexico,2000,23.6,Spanish
1121,Mexico,1999,24.7,Spanish
1122,Mexico,1998,25.8,Spanish
1123,Mexico,1997,26.9,Spanish
1124,Mexico,1996,28.1,Spanish
1125,Mexico,1995,29.3,Spanish
1126,Mexico,1994,30.6,Spanish
1127,Mexico,1993,31.9,Spanish
1128,Mexico,1992,33.3,Spanish
1129,Mexico,1991,34.7,Spanish
1130,Mexico,1990,36.2,Spanish
1131,Mexico,1989,37.7,Spanish
1132,Mexico,1988,39.3,Spanish
1133,Mexico,1987,40.9,Spanish
1134,Mexico,1986,42.6,Spanish
1135,Mexico,1985,44.4,Spanish
1136,Mexico,1984,46.1,Spanish
1137,Mexico,1983,48.0,Spanish
1138,Mexico,1982,50.0,Spanish
1139,Mexico,1981,52.0,Spanish
1140,Mexico,1980,54.0,Spanish
1141,Mexico,1979,56.1,Spanish
1142,Mexico,1978,58.2,Spanish
1143,Mexico,1977,60.2,Spanish
1144,Mexico,1976,62.4,Spanish
1145,Mexico,1975,64.6,Spanish
1146,Mexico,1974,66.8,Spanish
1147,Mexico,1973,69.0,Spanish
1148,Mexico,1972,71.3,Spanish
1149,Mexico,1971,73.8,Spanish
1151,Peru,2019,10.3,Spanish
1152,Peru,2018,10.7,Spanish
1153,Peru,2017,11.1,Spanish
1154,Peru,2016,11.6,Spanish
1155,Peru,2015,12.2,Spanish
1156,Peru,2014,12.7,Spanish
1157,Peru,2013,13.3,Spanish
1158,Peru,2012,14.0,Spanish
1159,Peru,2011,14.7,Spanish
1160,Peru,2010,15.5,Spanish
1161,Peru,2009,16.3,Spanish
1162,Peru,2008,17.3,Spanish
1163,Peru,2007,18.3,Spanish
1164,Peru,2006,19.5,Spanish
1165,Peru,2005,20.8,Spanish
1166,Peru,2004,22.2,Spanish
1167,Peru,2003,23.7,Spanish
1168,Peru,2002,25.5,Spanish
1169,Peru,2001,27.4,Spanish
1170,Peru,2000,29.5,Spanish
1171,Peru,1999,31.9,Spanish
1172,Peru,1998,34.4,Spanish
1173,Peru,1997,37.1,Spanish
1174,Peru,1996,39.9,Spanish
1175,Peru,1995,42.8,Spanish
1176,Peru,1994,45.7,Spanish
1177,Peru,1993,48.6,Spanish
1178,Peru,1992,51.4,Spanish
1179,Peru,1991,54.1,Spanish
1180,Peru,1990,56.7,Spanish
1181,Peru,1989,59.4,Spanish
1182,Peru,1988,62.1,Spanish
1183,Peru,1987,65.0,Spanish
1184,Peru,1986,68.1,Spanish
1185,Peru,1985,71.3,Spanish
1186,Peru,1984,74.2,Spanish
1187,Peru,1983,76.9,Spanish
1188,Peru,1982,79.3,Spanish
1189,Peru,1981,81.4,Spanish
1190,Peru,1980,83.1,Spanish
1191,Peru,1979,84.7,Spanish
1192,Peru,1978,86.3,Spanish
1193,Peru,1977,88.0,Spanish
1194,Peru,1976,89.8,Spanish
1195,Peru,1975,91.9,Spanish
1196,Peru,1974,94.3,Spanish
1197,Peru,1973,96.8,Spanish
1198,Peru,1972,99.3,Spanish
1199,Peru,1971,101.9,Spanish
1201,Morocco,2019,18.3,Spanish
1202,Morocco,2018,19.1,Spanish
1203,Morocco,2017,19.9,Spanish
1204,Morocco,2016,20.7,Spanish
1205,Morocco,2015,21.7,Spanish
1206,Morocco,2014,22.7,Spanish
1207,Morocco,2013,23.8,Spanish
1208,Morocco,2012,24.9,Spanish
1209,Morocco,2011,26.1,Spanish
1210,Morocco,2010,27.3,Spanish
1211,Morocco,2009,28.5,Spanish
1212,Morocco,2008,29.8,Spanish
1213,Morocco,2007,31.1,Spanish
1214,Morocco,2006,32.4,Spanish
1215,Morocco,2005,33.9,Spanish
1216,Morocco,2004,35.3,Spanish
1217,Morocco,2003,36.8,Spanish
1218,Morocco,2002,38.4,Spanish
1219,Morocco,2001,40.0,Spanish
1220,Morocco,2000,41.7,Spanish
1221,Morocco,1999,43.5,Spanish
1222,Morocco,1998,45.3,Spanish
1223,Morocco,1997,47.2,Spanish
1224,Morocco,1996,49.2,Spanish
1225,Morocco,1995,51.3,Spanish
1226,Morocco,1994,53.5,Spanish
1227,Morocco,1993,55.6,Spanish
1228,Morocco,1992,57.9,Spanish
1229,Morocco,1991,60.1,Spanish
1230,Morocco,1990,62.5,Spanish
1231,Morocco,1989,64.9,Spanish
1232,Morocco,1988,67.6,Spanish
1233,Morocco,1987,70.4,Spanish
1234,Morocco,1986,73.4,Spanish
1235,Morocco,1985,76.5,Spanish
1236,Morocco,1984,79.8,Spanish
1237,Morocco,1983,83.2,Spanish
1238,Morocco,1982,86.5,Spanish
1239,Morocco,1981,89.9,Spanish
1240,Morocco,1980,93.3,Spanish
1241,Morocco,1979,96.6,Spanish
1242,Morocco,1978,100.0,Spanish
1243,Morocco,1977,103.3,Spanish
1244,Morocco,1976,106.3,Spanish
1245,Morocco,1975,109.2,Spanish
1246,Morocco,1974,111.7,Spanish
1247,Morocco,1973,114.0,Spanish
1248,Morocco,1972,116.1,Spanish
1249,Morocco,1971,118.2,Spanish
1251,Argentina,2019,8.2,Spanish
1252,Argentina,2018,8.7,Spanish
1253,Argentina,2017,9.2,Spanish
1254,Argentina,2016,9.7,Spanish
1255,Argentina,2015,10.2,Spanish
1256,Argentina,2014,10.8,Spanish
1257,Argentina,2013,11.3,Spanish
1258,Argentina,2012,11.9,Spanish
1259,Argentina,2011,12.4,Spanish
1260,Argentina,2010,12.9,Spanish
1261,Argentina,2009,13.3,Spanish
1262,Argentina,2008,13.7,Spanish
1263,Argentina,2007,14.0,Spanish
1264,Argentina,2006,14.4,Spanish
1265,Argentina,2005,14.8,Spanish
1266,Argentina,2004,15.3,Spanish
1267,Argentina,2003,15.8,Spanish
1268,Argentina,2002,16.4,Spanish
1269,Argentina,2001,16.9,Spanish
1270,Argentina,2000,17.5,Spanish
1271,Argentina,1999,18.2,Spanish
1272,Argentina,1998,18.9,Spanish
1273,Argentina,1997,19.7,Spanish
1274,Argentina,1996,20.5,Spanish
1275,Argentina,1995,21.4,Spanish
1276,Argentina,1994,22.4,Spanish
1277,Argentina,1993,23.4,Spanish
1278,Argentina,1992,24.2,Spanish
1279,Argentina,1991,24.9,Spanish
1280,Argentina,1990,25.3,Spanish
1281,Argentina,1989,25.5,Spanish
1282,Argentina,1988,25.6,Spanish
1283,Argentina,1987,25.7,Spanish
1284,Argentina,1986,26.1,Spanish
1285,Argentina,1985,27.0,Spanish
1286,Argentina,1984,28.2,Spanish
1287,Argentina,1983,29.8,Spanish
1288,Argentina,1982,31.9,Spanish
1289,Argentina,1981,34.2,Spanish
1290,Argentina,1980,37.0,Spanish
1291,Argentina,1979,40.1,Spanish
1292,Argentina,1978,43.6,Spanish
1293,Argentina,1977,47.0,Spanish
1294,Argentina,1976,50.2,Spanish
1295,Argentina,1975,52.7,Spanish
1296,Argentina,1974,54.8,Spanish
1297,Argentina,1973,56.3,Spanish
1298,Argentina,1972,57.4,Spanish
1299,Argentina,1971,58.3,Spanish
1301,Guatemala,2019,20.7,Spanish
1302,Guatemala,2018,21.4,Spanish
1303,Guatemala,2017,22.1,Spanish
1304,Guatemala,2016,22.9,Spanish
1305,Guatemala,2015,23.7,Spanish
1306,Guatemala,2014,24.6,Spanish
1307,Guatemala,2013,25.5,Spanish
1308,Guatemala,2012,26.5,Spanish
1309,Guatemala,2011,27.5,Spanish
1310,Guatemala,2010,28.5,Spanish
1311,Guatemala,2009,29.6,Spanish
1312,Guatemala,2008,30.7,Spanish
1313,Guatemala,2007,31.9,Spanish
1314,Guatemala,2006,33.1,Spanish
1315,Guatemala,2005,34.2,Spanish
1316,Guatemala,2004,35.5,Spanish
1317,Guatemala,2003,36.7,Spanish
1318,Guatemala,2002,38.0,Spanish
1319,Guatemala,2001,39.4,Spanish
1320,Guatemala,2000,40.8,Spanish
1321,Guatemala,1999,42.3,Spanish
1322,Guatemala,1998,43.9,Spanish
1323,Guatemala,1997,45.5,Spanish
1324,Guatemala,1996,47.2,Spanish
1325,Guatemala,1995,49.0,Spanish
1326,Guatemala,1994,50.9,Spanish
1327,Guatemala,1993,52.9,Spanish
1328,Guatemala,1992,54.9,Spanish
1329,Guatemala,1991,57.1,Spanish
1330,Guatemala,1990,59.3,Spanish
1331,Guatemala,1989,61.6,Spanish
1332,Guatemala,1988,64.1,Spanish
1333,Guatemala,1987,66.6,Spanish
1334,Guatemala,1986,69.1,Spanish
1335,Guatemala,1985,71.8,Spanish
1336,Guatemala,1984,74.6,Spanish
1337,Guatemala,1983,77.3,Spanish
1338,Guatemala,1982,80.1,Spanish
1339,Guatemala,1981,82.9,Spanish
1340,Guatemala,1980,85.7,Spanish
1341,Guatemala,1979,88.6,Spanish
1342,Guatemala,1978,91.5,Spanish
1343,Guatemala,1977,94.5,Spanish
1344,Guatemala,1976,97.5,Spanish
1345,Guatemala,1975,100.6,Spanish
1346,Guatemala,1974,103.6,Spanish
1347,Guatemala,1973,106.7,Spanish
1348,Guatemala,1972,109.8,Spanish
1349,Guatemala,1971,112.9,Spanish
